Page	Chunk	Length	IndentationRatio	Comments	Non-Dic	Non-DicRatio	Keywords	KeywordRatio	Separators	SeparatorRatio	Operators	OperatorRatio	NumberWords	StopWords	StopWordRatio	StopWordRatioLength	Score	StopWordSTD	ScoreSTD	Classification	GoldOutcome
PRE0012	2060	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2061	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2062	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2063	33	0	0	0	0	0	0	0	0	0	0	5	3	0.6	0.090909091	0	0.961102189	-0.360291228	 text	0
PRE0012	2064	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2065	20	0	0	0	0	1	0.25	0	0	0	0	4	2	0.5	0.1	0	1.113249615	-0.360291228	 text	0
PRE0012	2066	5	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2067	154	0.25	0	0	0	0	0	0	0	0	0	23	11	0.47826087	0.071428571	0.0000812	0.635071989	-0.357170626	 text	0
PRE0012	2068	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2069	287	0	0	3	0.06	1	0.02	2	0.006968641	0	0	50	23	0.46	0.080139373	0.003397213	0.780857851	-0.229682589	 text	0
PRE0012	2070	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2071	97	0	0	0	0	2	0.117647059	0	0	0	0	17	9	0.529411765	0.092783505	0	0.992472792	-0.360291228	 text	0
PRE0012	2072	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2073	23	0	0	1	0.25	0	0	0	0	1	0.043478261	4	1	0.25	0.043478261	0.020652174	0.16728953	0.433698636	 text	0
PRE0012	2074	154	0	0	2	0.076923077	0	0	0	0	0	0	26	14	0.538461538	0.090909091	0.002272727	0.961102189	-0.272914353	 text	0
PRE0012	2075	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2076	71	0.5	0	0	0	0	0	0	0	0	0	12	6	0.5	0.084507042	0.000352	0.853956114	-0.346753966	 text	0
PRE0012	2077	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2078	214	2.4	0	5	0.227272727	7	0.318181818	11	0.051401869	1	0.004672897	22	0	0	0	0.017616822	-0.560372074	0.317002044	 code	0
PRE0012	2079	183	0	0	3	0.096774194	1	0.032258065	0	0	0	0	31	18	0.580645161	0.098360656	0.002868852	1.085813194	-0.249995829	 text	0
PRE0012	2080	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2081	150	0.5	0	2	0.083333333	1	0.041666667	0	0	1	0.006666667	24	9	0.375	0.06	0.0045	0.443800939	-0.187285016	 text	0
PRE0012	2082	27	0	0	2	0.666666667	0	0	0	0	0	0	3	0	0	0	0.012962963	-0.560372074	0.138080578	 text	0
PRE0012	2083	28	1	0	0	0	0	0	0	0	0	0	5	2	0.4	0.071428571	0.001785714	0.635071989	-0.291637969	 text	0
PRE0012	2084	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2085	115	0	0	1	0.05	3	0.15	0	0	0	0	20	10	0.5	0.086956522	0.001521739	0.894951134	-0.301786712	 text	0
PRE0012	2086	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2087	110	0	0	3	0.15	1	0.05	0	0	0	0	20	9	0.45	0.081818182	0.004772727	0.808954762	-0.176799791	 text	0
PRE0012	2088	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2089	263	0	0	7	0.152173913	2	0.043478261	22	0.08365019	30	0.114068441	46	2	0.043478261	0.007604563	0.05769962	-0.433100463	1.858018257	 text	0
PRE0012	2090	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2091	205	0	0	7	0.205882353	1	0.029411765	0	0	1	0.004878049	34	17	0.5	0.082926829	0.007439024	0.827509326	-0.074291798	 text	0
PRE0012	2092	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2093	35	0	0	1	0.166666667	1	0.166666667	0	0	2	0.057142857	6	2	0.333333333	0.057142857	0.022142857	0.395983177	0.491009183	 text	0
PRE0012	2094	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2095	325	0	0	5	0.089285714	5	0.089285714	0	0	1	0.003076923	56	26	0.464285714	0.08	0.003615385	0.778525277	-0.221294784	 text	0
PRE0012	2096	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2097	32	0	0	1	0.2	0	0	0	0	0	0	5	1	0.2	0.03125	0.00546875	-0.037365297	-0.150040623	 text	0
PRE0012	2098	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2099	171	0	0	1	0.033333333	0	0	0	0	1	0.005847953	30	17	0.566666667	0.099415205	0.002777778	1.103462354	-0.25349727	 text	0
PRE0012	2100	57	0	0	3	0.375	2	0.25	2	0.035087719	0	0	8	0	0	0	0.017105263	-0.560372074	0.297334726	 code	0
PRE0012	2101	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2102	4	0	0	0	0	0	0	0	0	0	0	1	1	1	0.25	0	3.623682149	-0.360291228	 text	0
PRE0012	2103	6	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2104	467	0.125	0	5	0.0625	6	0.075	0	0	1	0.002141328	80	36	0.45	0.077087794	0.002529443	0.729785973	-0.263044695	 text	0
PRE0012	2105	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2106	61	0	0	0	0	1	0.1	0	0	1	0.016393443	10	6	0.6	0.098360656	0.004918033	1.085813194	-0.1712134	 text	0
PRE0012	2107	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2108	44	0	0	2	0.4	3	0.6	0	0	0	0	5	0	0	0	0.007954545	-0.560372074	-0.054472166	 code	0
PRE0012	2109	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	-0.560372074	1.562000023	 text	0
PRE0012	2110	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2111	4	0	0	0	0	0	0	0	0	0	0	1	1	1	0.25	0	3.623682149	-0.360291228	 text	0
PRE0012	2112	7	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2113	40	1	0	0	0	2	0.285714286	0	0	0	0	7	3	0.428571429	0.075	0.00125	0.694844193	-0.312233947	 text	0
PRE0012	2114	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2115	61	1	0	2	0.153846154	1	0.076923077	1	0.016393443	0	0	13	9	0.692307692	0.147540984	0.010245902	1.908905828	0.033620913	 text	0
PRE0012	2116	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2117	326	0	0	10	0.208333333	6	0.125	0	0	0	0	48	23	0.479166667	0.070552147	0.005368098	0.620403964	-0.153910266	 text	0
PRE0012	2118	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2119	124	0	0	1	0.05	0	0	2	0.016129032	0	0	20	11	0.55	0.088709677	0.005040323	0.924292327	-0.166511868	 text	0
PRE0012	2120	24	0	0	0	0	0	0	0	0	1	0.041666667	4	2	0.5	0.083333333	0.0125	0.834312667	0.120281585	 text	0
PRE0012	2121	261	0	0	6	0.139534884	2	0.046511628	0	0	0	0	43	18	0.418604651	0.068965517	0.004022989	0.59384978	-0.205624116	 text	0
PRE0012	2122	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2123	66	0	0	1	0.083333333	0	0	0	0	0	0	12	7	0.583333333	0.106060606	0.002651515	1.214681232	-0.258351541	 text	0
PRE0012	2124	12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2125	265	0	0	2	0.041666667	2	0.041666667	0	0	0	0	48	25	0.520833333	0.094339623	0.001320755	1.018516312	-0.309513723	 text	0
PRE0012	2126	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2127	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2128	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2129	32	0	0	1	0.166666667	0	0	0	0	0	0	6	3	0.5	0.09375	0.00546875	1.008648259	-0.150040623	 text	0
PRE0012	2130	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2131	114	0.333333333	0	1	0.05	1	0.05	0	0	0	0	20	10	0.5	0.087719298	0.001681287	0.907717127	-0.29565278	 text	0
PRE0012	2132	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2133	29	0	0	0	0	0	0	0	0	0	0	6	3	0.5	0.103448276	0	1.170960708	-0.360291228	 text	0
PRE0012	2134	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2135	532	0.111111111	0	4	0.045977011	3	0.034482759	2	0.003759398	1	0.001879699	87	42	0.482758621	0.078947368	0.002736007	0.760908207	-0.255103194	 text	0
PRE0012	2136	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2137	19	0	0	2	0.5	0	0	0	0	0	0	4	1	0.25	0.052631579	0.018421053	0.320481446	0.347921338	 text	0
PRE0012	2138	719	0	0	22	0.171875	10	0.078125	10	0.013908206	17	0.02364395	128	47	0.3671875	0.065368567	0.015577191	0.533650449	0.238586714	 text	0
PRE0012	2139	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2140	424	0	0	5	0.066666667	6	0.08	0	0	0	0	75	43	0.573333333	0.101415094	0.002063679	1.136932941	-0.280951377	 text	0
PRE0012	2141	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2142	688	0	0	12	0.10619469	4	0.03539823	2	0.002906977	0	0	113	52	0.460176991	0.075581395	0.003706395	0.704574551	-0.217795801	 text	0
PRE0012	2143	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2144	385	0	0	5	0.067567568	4	0.054054054	0	0	0	0	74	35	0.472972973	0.090909091	0.002272727	0.961102189	-0.272914353	 text	0
PRE0012	2145	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2146	363	0	0	5	0.076923077	3	0.046153846	2	0.005509642	3	0.008264463	65	28	0.430769231	0.077134986	0.006129477	0.730575785	-0.124638444	 text	0
PRE0012	2147	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2148	29	0	0	1	0.25	0	0	0	0	0	0	4	1	0.25	0.034482759	0.006034483	0.016738853	-0.12829056	 text	0
PRE0012	2149	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2150	211	0	0	7	0.184210526	2	0.052631579	0	0	0	0	38	18	0.473684211	0.085308057	0.005805687	0.867362068	-0.137086794	 text	0
PRE0012	2151	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2152	132	0	0	3	0.142857143	3	0.142857143	0	0	0	0	21	8	0.380952381	0.060606061	0.003977273	0.453944101	-0.207381697	 text	0
PRE0012	2153	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2154	37	0.5	0	0	0	0	0	0	0	0	0	7	4	0.571428571	0.108108108	0.000676	1.248948671	-0.334314319	 text	0
PRE0012	2155	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2156	323	2.1875	0	10	0.344827586	9	0.310344828	19	0.058823529	1	0.003095975	29	0	0	0	0.019920666	-0.560372074	0.405575197	 code	0
PRE0012	2157	114	0	0	3	0.15	1	0.05	0	0	1	0.00877193	20	9	0.45	0.078947368	0.007236842	0.760908207	-0.082064863	 text	0
PRE0012	2158	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2159	309	0	0	8	0.148148148	2	0.037037037	24	0.077669903	35	0.113268608	54	4	0.074074074	0.012944984	0.055987055	-0.343722018	1.792177293	 text	0
PRE0012	2160	182	0	0	1	0.03030303	1	0.03030303	0	0	1	0.005494505	33	18	0.545454545	0.098901099	0.00260989	1.094858168	-0.25995185	 text	0
PRE0012	2161	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2162	109	0	0	1	0.05	0	0	0	0	0	0	20	13	0.65	0.119266055	0.001605505	1.435690491	-0.29856628	 text	0
PRE0012	2163	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2164	4	0	0	0	0	0	0	0	0	0	0	1	1	1	0.25	0	3.623682149	-0.360291228	 text	0
PRE0012	2165	12	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0.014583333	-0.560372074	0.200377053	 text	0
PRE0012	2166	330	0.166666667	0	0	0	2	0.032786885	0	0	0	0	61	38	0.62295082	0.115151515	0.0000253	1.366828659	-0.359320374	 text	0
PRE0012	2167	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2168	4	0	0	0	0	0	0	0	0	0	0	1	1	1	0.25	0	3.623682149	-0.360291228	 text	0
PRE0012	2169	5	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0.035	-0.560372074	0.985312648	 text	0
PRE0012	2170	54	0.5	0	1	0.125	0	0	0	0	0	0	8	4	0.5	0.074074074	0.003703704	0.679347695	-0.217899284	 text	0
PRE0012	2171	14	0	0	1	0.333333333	0	0	2	0.142857143	2	0.142857143	3	0	0	0	0.0875	-0.560372074	3.003718461	 text	0
PRE0012	2172	5	1	0	0	0	0	0	0	0	0	0	1	1	1	0.2	0.01	2.786871304	0.024167022	 text	0
PRE0012	2173	15	0	0	1	0.333333333	0	0	2	0.133333333	3	0.2	3	0	0	0	0.101666667	-0.560372074	3.548367649	 text	0
PRE0012	2174	108	0	0	0	0	2	0.105263158	0	0	0	0	19	13	0.684210526	0.12037037	0	1.454172552	-0.360291228	 text	0
PRE0012	2175	12	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0.014583333	-0.560372074	0.200377053	 text	0
PRE0012	2176	142	0.25	0	1	0.04	1	0.04	0	0	0	0	25	12	0.48	0.084507042	0.001320423	0.853956114	-0.309526494	 text	0
PRE0012	2177	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2178	18	0	0	1	0.333333333	0	0	0	0	0	0	3	1	0.333333333	0.055555556	0.009722222	0.369417753	0.013487626	 text	0
PRE0012	2179	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2180	18	0	0	1	0.333333333	0	0	0	0	0	0	3	0	0	0	0.009722222	-0.560372074	0.013487626	 text	0
PRE0012	2181	270	0	0	2	0.043478261	1	0.02173913	0	0	0	0	46	24	0.52173913	0.088888889	0.001296296	0.927291649	-0.310454048	 text	0
PRE0012	2182	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2183	1609	2.608108108	0	42	0.221052632	55	0.289473684	116	0.072094469	1	0.000621504	190	0	0	0	0.021056809	-0.560372074	0.44925516	 code	0
PRE0012	2184	302	0	0	5	0.1	3	0.06	2	0.006622517	0	0	50	21	0.42	0.069536424	0.004387417	0.603404597	-0.191613354	 text	0
PRE0012	2185	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2186	36	0	0	0	0	0	0	0	0	1	0.027777778	6	4	0.666666667	0.111111111	0.008333333	1.29920758	-0.039909353	 text	0
PRE0012	2187	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2188	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2189	73	0	0	2	0.142857143	0	0	0	0	1	0.01369863	14	9	0.642857143	0.123287671	0.00890411	1.502997132	-0.017965389	 text	0
PRE0012	2190	75	0	0	2	0.142857143	0	0	0	0	1	0.013333333	14	9	0.642857143	0.12	0.008666667	1.447973953	-0.027094078	 text	0
PRE0012	2191	73	0	0	2	0.142857143	0	0	0	0	1	0.01369863	14	9	0.642857143	0.123287671	0.00890411	1.502997132	-0.017965389	 text	0
PRE0012	2192	48	0	0	0	0	1	0.1	0	0	1	0.020833333	10	5	0.5	0.104166667	0.00625	1.182983852	-0.120004822	 text	0
PRE0012	2193	36	0	0	0	0	0	0	0	0	2	0.055555556	6	4	0.666666667	0.111111111	0.016666667	1.29920758	0.280472522	 text	0
PRE0012	2194	37	0	0	0	0	1	0.142857143	0	0	1	0.027027027	7	5	0.714285714	0.135135135	0.008108108	1.701278857	-0.048568323	 text	0
PRE0012	2195	73	0	0	0	0	0	0	0	0	2	0.02739726	14	7	0.5	0.095890411	0.008219178	1.044470641	-0.044298146	 text	0
PRE0012	2196	250	0	0	0	0	6	0.130434783	0	0	2	0.008	46	27	0.586956522	0.108	0.0024	1.24713935	-0.268021248	 text	0
PRE0012	2197	17	0	0	1	0.333333333	1	0.333333333	0	0	1	0.058823529	3	0	0	0	0.027941176	-0.560372074	0.713930353	 code	0
PRE0012	2198	146	0	0	1	0.035714286	4	0.142857143	0	0	0	0	28	19	0.678571429	0.130136986	0.00119863	1.617628754	-0.314208904	 text	0
PRE0012	2199	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.3	-0.560372074	11.17345628	 text	0
PRE0012	2200	77	0	0	0	0	0	0	0	0	0	0	14	9	0.642857143	0.116883117	0	1.395809121	-0.360291228	 text	0
PRE0012	2201	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2202	170	0	0	0	0	3	0.096774194	0	0	0	0	31	20	0.64516129	0.117647059	0	1.408594619	-0.360291228	 text	0
PRE0012	2203	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2204	13	0	0	0	0	0	0	0	0	0	0	3	1	0.333333333	0.076923077	0	0.727029225	-0.360291228	 text	0
PRE0012	2205	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2206	33	0	0	0	0	0	0	0	0	0	0	7	3	0.428571429	0.090909091	0	0.961102189	-0.360291228	 text	0
PRE0012	2207	20	0	0	1	0.333333333	0	0	2	0.1	0	0	3	0	0	0	0.03125	-0.560372074	0.841140804	 code	0
PRE0012	2208	319	0.142857143	0	2	0.033333333	5	0.083333333	0	0	0	0	60	37	0.616666667	0.115987461	0.00111957	1.380819227	-0.317248433	 text	0
PRE0012	2209	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2210	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2211	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2212	50	0	0	0	0	0	0	0	0	0	0	10	5	0.5	0.1	0	1.113249615	-0.360291228	 text	0
PRE0012	2213	13	0	0	1	0.333333333	0	0	0	0	0	0	3	0	0	0	0.013461538	-0.560372074	0.157248724	 text	0
PRE0012	2214	282	0	0	0	0	6	0.12244898	0	0	0	0	49	23	0.469387755	0.081560284	0	0.804638523	-0.360291228	 text	0
PRE0012	2215	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2216	52	0.5	0	2	0.333333333	1	0.166666667	4	0.076923077	1	0.019230769	6	0	0	0	0.030288462	-0.560372074	0.804173664	 code	0
PRE0012	2217	7	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001785714	-0.560372074	-0.291637969	 text	0
PRE0012	2218	92	0	0	1	0.052631579	0	0	0	0	1	0.010869565	19	10	0.526315789	0.108695652	0.005163043	1.258781936	-0.161793762	 text	0
PRE0012	2219	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2220	47	1.333333333	0	2	0.285714286	1	0.142857143	3	0.063829787	0	0	7	2	0.285714286	0.042553191	0.02322695	0.151807368	0.532688041	 code	0
PRE0012	2221	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2222	123	0	0	2	0.090909091	4	0.181818182	2	0.016260163	0	0	22	9	0.409090909	0.073170732	0.006504065	0.664229162	-0.110237082	 text	0
PRE0012	2223	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2224	21	1.333333333	0	1	0.5	0	0	3	0.142857143	0	0	2	0	0	0	0.043650794	-0.560372074	1.317899547	 code	0
PRE0012	2225	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2226	103	0	0	2	0.105263158	0	0	0	0	0	0	19	12	0.631578947	0.116504854	0.003398058	1.389478437	-0.229650075	 text	0
PRE0012	2227	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2228	1632	2.602564103	0	60	0.32967033	56	0.307692308	123	0.075367647	2	0.00122549	182	0	0	0	0.023838927	-0.560372074	0.556215972	 code	0
PRE0012	2229	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2230	83	0	0	1	0.076923077	0	0	0	0	0	0	13	6	0.461538462	0.072289157	0.002108434	0.64947493	-0.279230754	 text	0
PRE0012	2231	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2232	10	0	0	0	0	0	0	0	0	0	0	2	1	0.5	0.1	0	1.113249615	-0.360291228	 text	0
PRE0012	2233	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2234	318	0	0	3	0.052631579	6	0.105263158	0	0	0	0	57	33	0.578947368	0.103773585	0.001650943	1.17640515	-0.296819347	 text	0
PRE0012	2235	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2236	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	-0.560372074	0.120281585	 text	0
PRE0012	2237	4	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0.04375	-0.560372074	1.321713617	 text	0
PRE0012	2238	6	0	0	0	0	0	0	0	0	0	0	1	1	1	0.166666667	0	2.228997408	-0.360291228	 text	0
PRE0012	2239	6	0	0	1	1	0	0	2	0.333333333	0	0	1	0	0	0	0.104166667	-0.560372074	3.644482212	 text	0
PRE0012	2240	372	0.166666667	0	5	0.072463768	3	0.043478261	0	0	0	0	69	37	0.536231884	0.099462366	0.002374552	1.104251649	-0.268999619	 text	0
PRE0012	2241	6	0	0	1	1	0	0	2	0.333333333	0	0	1	0	0	0	0.104166667	-0.560372074	3.644482212	 text	0
PRE0012	2242	138	0.333333333	0	2	0.076923077	1	0.038461538	0	0	0	0	26	14	0.538461538	0.101449275	0.002657005	1.137505002	-0.258140485	 text	0
PRE0012	2243	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2244	66	2.666666667	0	3	0.375	2	0.25	7	0.106060606	0	0	8	0	0	0	0.033838384	-0.560372074	0.940653356	 code	0
PRE0012	2245	8	1.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008333333	-0.560372074	-0.039909353	 text	0
PRE0012	2246	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	2247	29	0.666666667	0	0	0	0	0	0	0	0	0	4	3	0.75	0.103448276	0.001149425	1.170960708	-0.316100625	 text	0
PRE0012	2248	7	0	0	0	0	0	0	2	0.285714286	0	0	1	0	0	0	0.064285714	-0.560372074	2.111226095	 text	0
PRE0012	2249	346	0.166666667	0	3	0.046875	3	0.046875	0	0	0	0	64	37	0.578125	0.106936416	0.001541426	1.229338981	-0.301029841	 text	0
PRE0012	2250	7	0	0	0	0	0	0	2	0.285714286	0	0	1	0	0	0	0.064285714	-0.560372074	2.111226095	 text	0
PRE0012	2251	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00625	-0.560372074	-0.120004822	 text	0
PRE0012	2252	6	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005555556	-0.560372074	-0.146703311	 text	0
PRE0012	2253	75	2.666666667	0	2	0.222222222	2	0.222222222	7	0.093333333	0	0	9	0	0	0	0.027444444	-0.560372074	0.694833081	 code	0
PRE0012	2254	11	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005681818	-0.560372074	-0.141849041	 text	0
PRE0012	2255	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00625	-0.560372074	-0.120004822	 text	0
PRE0012	2256	4	0	0	0	0	0	0	0	0	0	0	1	1	1	0.25	0	3.623682149	-0.360291228	 text	0
PRE0012	2257	6	0	0	0	0	0	0	2	0.333333333	0	0	1	0	0	0	0.075	-0.560372074	2.523145649	 text	0
PRE0012	2258	579	0.111111111	0	3	0.03	7	0.07	0	0	0	0	100	46	0.46	0.079447323	0.000916	0.769275554	-0.325062133	 text	0
PRE0012	2259	7	0	0	0	0	0	0	2	0.285714286	0	0	1	0	0	0	0.064285714	-0.560372074	2.111226095	 text	0
PRE0012	2260	20	0.5	0	0	0	0	0	0	0	0	0	3	1	0.333333333	0.05	0.00125	0.27643877	-0.312233947	 text	0
PRE0012	2261	6	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005555556	-0.560372074	-0.146703311	 text	0
